stationID	year	month	day	hour	temperature	relativeHumidity
Nakuru	2015	8	7	2	15	88
Nakuru	2015	8	7	3	15	82
Nakuru	2015	8	7	4	15	77
Nakuru	2015	8	7	5	15	82
Nakuru	2015	8	7	6	18	73
Nakuru	2015	8	7	7	20	64
Nakuru	2015	8	7	8	21	53
Nakuru	2015	8	7	9	22	46
Nakuru	2015	8	7	10	24	44
Nakuru	2015	8	7	11	23	41
Nakuru	2015	8	7	12	24	35
Nakuru	2015	8	7	13	23	50
Nakuru	2015	8	7	14	22	53
Nakuru	2015	8	7	15	20	64
Nakuru	2015	8	7	16	20	68
Nakuru	2015	8	7	17	19	73
Nakuru	2015	8	7	18	17	73
Nakuru	2015	8	7	19	17	77
Nakuru	2015	8	7	20	16	82
Nakuru	2015	8	7	21	16	82
Nakuru	2015	8	7	22	16	77
Nakuru	2015	8	7	23	16	82
Nakuru	2015	8	8	0	16	76
Nakuru	2015	8	8	1	16	82
Nakuru	2015	8	8	2	14	88
Nakuru	2015	8	8	3	14	88
Nakuru	2015	8	8	4	14	88
Nakuru	2015	8	8	5	15	82
Nakuru	2015	8	8	6	17	63
Nakuru	2015	8	8	7	20	64
Nakuru	2015	8	8	8	21	60
Nakuru	2015	8	8	9	22	53
Nakuru	2015	8	8	10	23	50
Nakuru	2015	8	8	11	22	50
Nakuru	2015	8	8	12	25	32
Nakuru	2015	8	8	13	25	41
Nakuru	2015	8	8	14	22	53
Nakuru	2015	8	8	15	22	53
Nakuru	2015	8	8	16	19	73
Nakuru	2015	8	8	17	18	77
Nakuru	2015	8	8	18	17	74
Nakuru	2015	8	8	19	17	77
Nakuru	2015	8	8	20	16	82
Nakuru	2015	8	8	21	16	82
Nakuru	2015	8	8	22	16	82
Nakuru	2015	8	8	23	16	82
Nakuru	2015	8	9	0	16	79
Nakuru	2015	8	9	1	16	77
Nakuru	2015	8	9	2	15	82
Nakuru	2015	8	9	3	14	94
Nakuru	2015	8	9	4	15	82
Nakuru	2015	8	9	5	16.5	66.5
Nakuru	2015	8	9	6	18	51
Nakuru	2015	8	9	7	18	73
Nakuru	2015	8	9	8	20	64
Nakuru	2015	8	9	9	21	60
Nakuru	2015	8	9	10	23	53
Nakuru	2015	8	9	11	25	44
Nakuru	2015	8	9	12	25	24
Nakuru	2015	8	9	13	26	36
Nakuru	2015	8	9	14	25	41
Nakuru	2015	8	9	15	23	41
Nakuru	2015	8	9	16	19	64
Nakuru	2015	8	9	17	17	77
Nakuru	2015	8	9	18	16	74
Nakuru	2015	8	9	19	16	72
Nakuru	2015	8	9	20	16	77
Nakuru	2015	8	9	21	16	77
Nakuru	2015	8	9	22	15	82
Nakuru	2015	8	9	23	15	82
Nakuru	2015	8	10	0	15	75
Nakuru	2015	8	10	1	14	88
Nakuru	2015	8	10	2	14	88
Nakuru	2015	8	10	3	15	88
Nakuru	2015	8	10	4	14	88
Nakuru	2015	8	10	5	15	82
Nakuru	2015	8	10	6	16	67
Nakuru	2015	8	10	7	18	68
Nakuru	2015	8	10	8	21	60
Nakuru	2015	8	10	9	24	44
Nakuru	2015	8	10	10	24	41
Nakuru	2015	8	10	11	26	36
Nakuru	2015	8	10	12	26	23
Nakuru	2015	8	10	13	26	34
Nakuru	2015	8	10	14	26	34
Nakuru	2015	8	10	15	24	41
Nakuru	2015	8	10	16	22	50
Nakuru	2015	8	10	17	20	60
Nakuru	2015	8	10	18	19	55
Nakuru	2015	8	10	19	18	68
Nakuru	2015	8	10	20	17	77
Nakuru	2015	8	10	21	17	77
Nakuru	2015	8	10	22	15	82
Nakuru	2015	8	10	23	14	82
Nakuru	2015	8	11	0	14	80
Nakuru	2015	8	11	1	14	88
Nakuru	2015	8	11	2	13	88
Nakuru	2015	8	11	3	12	94
Nakuru	2015	8	11	4	11	94
Nakuru	2015	8	11	5	14	88
Nakuru	2015	8	11	6	16	65
Nakuru	2015	8	11	7	18	68
Nakuru	2015	8	11	8	21	53
Nakuru	2015	8	11	9	23	50
Nakuru	2015	8	11	10	23	47
Nakuru	2015	8	11	11	24	41
Nakuru	2015	8	11	12	25	25
Nakuru	2015	8	11	13	25.33333333	26
Nakuru	2015	8	11	14	25.66666667	27
Nakuru	2015	8	11	15	26	28
Nakuru	2015	8	11	16	22	53
Nakuru	2015	8	11	17	20	64
Nakuru	2015	8	11	18	19	56
Nakuru	2015	8	11	19	18	68
Nakuru	2015	8	11	20	17	72
Nakuru	2015	8	11	21	16	77
Nakuru	2015	8	11	22	16	77
Nakuru	2015	8	11	23	15	77
Nakuru	2015	8	12	0	14	80
Nakuru	2015	8	12	1	14	88
Nakuru	2015	8	12	2	14	88
Nakuru	2015	8	12	3	14	88
Nakuru	2015	8	12	4	14	88
Nakuru	2015	8	12	5	15	88
Nakuru	2015	8	12	6	16	73
Nakuru	2015	8	12	7	18	68
Nakuru	2015	8	12	8	21	56
Nakuru	2015	8	12	9	22	53
Nakuru	2015	8	12	10	24	44
Nakuru	2015	8	12	11	25	44
Nakuru	2015	8	12	12	26	25
Nakuru	2015	8	12	13	27	32
Nakuru	2015	8	12	14	24	41
Nakuru	2015	8	12	15	23	44
Nakuru	2015	8	12	16	18	68
Nakuru	2015	8	12	17	18	77
Nakuru	2015	8	12	18	19	62
Nakuru	2015	8	12	19	19	73
Nakuru	2015	8	12	20	18	72.5
Nakuru	2015	8	12	21	17	72
Nakuru	2015	8	12	22	16	72
Nakuru	2015	8	12	23	16	68
Nakuru	2015	8	13	0	15	62
Nakuru	2015	8	13	1	14	77
Nakuru	2015	8	13	2	13.66666667	78.66666667
Nakuru	2015	8	13	3	13.33333333	80.33333333
Nakuru	2015	8	13	4	13	82
Nakuru	2015	8	13	5	15	77
Nakuru	2015	8	13	6	16	63
Nakuru	2015	8	13	7	19	64
Nakuru	2015	8	13	8	21	53
Nakuru	2015	8	13	9	23	50
Nakuru	2015	8	13	10	25	39
Nakuru	2015	8	13	11	26	36
Nakuru	2015	8	13	12	24	34
Nakuru	2015	8	13	13	24	41
Nakuru	2015	8	13	14	21	56
Nakuru	2015	8	13	15	18	73
Nakuru	2015	8	13	16	17	77
Nakuru	2015	8	13	17	17	82
Nakuru	2015	8	13	18	16	80
Nakuru	2015	8	13	19	17	82
Nakuru	2015	8	13	20	18	73
Nakuru	2015	8	13	21	16	82
Nakuru	2015	8	13	22	16	82
Nakuru	2015	8	13	23	15	88
Nakuru	2015	8	14	0	15	62
Nakuru	2015	8	14	1	14	77
Nakuru	2015	8	14	2	13	88
Nakuru	2015	8	14	3	12.5	91
Nakuru	2015	8	14	4	12	94
Nakuru	2015	8	14	5	14	88
Nakuru	2015	8	14	6	16	70
Nakuru	2015	8	14	7	18	64
Nakuru	2015	8	14	8	21	56
Nakuru	2015	8	14	9	24	36
Nakuru	2015	8	14	10	26	26
Nakuru	2015	8	14	11	27	24
Nakuru	2015	8	14	12	26	15
Nakuru	2015	8	14	13	25	34
Nakuru	2015	8	14	14	24	36
Nakuru	2015	8	14	15	23	41
Nakuru	2015	8	14	16	21	49
Nakuru	2015	8	14	17	20	64
Nakuru	2015	8	14	18	20	50
Nakuru	2015	8	14	19	19	64
Nakuru	2015	8	14	20	17	72
Nakuru	2015	8	14	21	16	72
Nakuru	2015	8	14	22	16	72
Nakuru	2015	8	14	23	14	82
Nakuru	2015	8	15	0	15	71
Nakuru	2015	8	15	1	14	82
Nakuru	2015	8	15	2	14	77
Nakuru	2015	8	15	3	14	77
Nakuru	2015	8	15	4	14	77
Nakuru	2015	8	15	5	15	77
Nakuru	2015	8	15	6	16	70
Nakuru	2015	8	15	7	20	56
Nakuru	2015	8	15	8	22	50
Nakuru	2015	8	15	9	24	47
Nakuru	2015	8	15	10	26	30
Nakuru	2015	8	15	11	27	28
Nakuru	2015	8	15	12	27	18
Nakuru	2015	8	15	13	22	43
Nakuru	2015	8	15	14	21	49
Nakuru	2015	8	15	15	20	54.5
Nakuru	2015	8	15	16	19	60
Nakuru	2015	8	15	17	20	56
Nakuru	2015	8	15	18	19	47
Nakuru	2015	8	15	19	17	68
Nakuru	2015	8	15	20	17	68
Nakuru	2015	8	15	21	16	72
Nakuru	2015	8	15	22	15.66666667	69
Nakuru	2015	8	15	23	15.33333333	66
Nakuru	2015	8	16	0	15	63
Nakuru	2015	8	16	1	14	77
Nakuru	2015	8	16	2	14	77
Nakuru	2015	8	16	3	14	77
Nakuru	2015	8	16	4	14	77
Nakuru	2015	8	16	5	15.5	65.5
Nakuru	2015	8	16	6	17	54
Nakuru	2015	8	16	7	18	59
Nakuru	2015	8	16	8	21	49
Nakuru	2015	8	16	9	22	43
Nakuru	2015	8	16	10	24	34
Nakuru	2015	8	16	11	26	26
Nakuru	2015	8	16	12	26	19
Nakuru	2015	8	16	13	26	30
Nakuru	2015	8	16	14	25	34
Nakuru	2015	8	16	15	23	38
Nakuru	2015	8	16	16	22	41
Nakuru	2015	8	16	17	20	49
Nakuru	2015	8	16	18	18	50
Nakuru	2015	8	16	19	17	63
Nakuru	2015	8	16	20	16	63
Nakuru	2015	8	16	21	16	59
Nakuru	2015	8	16	22	15	63
Nakuru	2015	8	16	23	14	67
Nakuru	2015	8	17	0	14	61
Nakuru	2015	8	17	1	13	72
Nakuru	2015	8	17	2	13	72
Nakuru	2015	8	17	3	13	72
Nakuru	2015	8	17	4	12	77
Nakuru	2015	8	17	5	15	72
Nakuru	2015	8	17	6	16	54
Nakuru	2015	8	17	7	20	46
Nakuru	2015	8	17	8	21	46
Nakuru	2015	8	17	9	23	47
Nakuru	2015	8	17	10	25	39
Nakuru	2015	8	17	11	26	34
Nakuru	2015	8	17	12	27	20
Nakuru	2015	8	17	13	27	26
Nakuru	2015	8	17	14	27	32
Nakuru	2015	8	17	15	24.75	39.5
Nakuru	2015	8	17	16	22.5	47
Nakuru	2015	8	17	17	20.25	54.5
Nakuru	2015	8	17	18	18	62
Nakuru	2015	8	17	19	17.66666667	62
Nakuru	2015	8	17	20	17.33333333	62
Nakuru	2015	8	17	21	17	62
Nakuru	2015	8	17	22	16.66666667	62
Nakuru	2015	8	17	23	16.33333333	62
Nakuru	2015	8	18	0	16	62
Nakuru	2015	8	18	1	15.25	67
Nakuru	2015	8	18	2	14.5	72
Nakuru	2015	8	18	3	13.75	77
Nakuru	2015	8	18	4	13	82
Nakuru	2015	8	18	5	14	77
Nakuru	2015	8	18	6	17	59
Nakuru	2015	8	18	7	19	60
Nakuru	2015	8	18	8	22	50
Nakuru	2015	8	18	9	23.5	45.5
Nakuru	2015	8	18	10	25	41
Nakuru	2015	8	18	11	26	39
Nakuru	2015	8	18	12	27	23
Nakuru	2015	8	18	13	27	32
Nakuru	2015	8	18	14	26	34
Nakuru	2015	8	18	15	25	36
Nakuru	2015	8	18	16	23	44
Nakuru	2015	8	18	17	21	56
Nakuru	2015	8	18	18	20	62
Nakuru	2015	8	18	19	19	68
Nakuru	2015	8	18	20	18	73
Nakuru	2015	8	18	21	18	73
Nakuru	2015	8	18	22	17	77
Nakuru	2015	8	18	23	16	82
Nakuru	2015	8	19	0	16	81
Nakuru	2015	8	19	1	16	88
Nakuru	2015	8	19	2	16	88
Nakuru	2015	8	19	3	15	82
Nakuru	2015	8	19	4	13	94
Nakuru	2015	8	19	5	16	82
Nakuru	2015	8	19	6	19	69
Nakuru	2015	8	19	7	21	60
Nakuru	2015	8	19	8	23	50
Nakuru	2015	8	19	9	24	44
Nakuru	2015	8	19	10	25	41
Nakuru	2015	8	19	11	26	39
Nakuru	2015	8	19	12	27	25
Nakuru	2015	8	19	13	27	34
Nakuru	2015	8	19	14	26	37.5
Nakuru	2015	8	19	15	25	41
Nakuru	2015	8	19	16	21	56
Nakuru	2015	8	19	17	20	60
Nakuru	2015	8	19	18	20	56
Nakuru	2015	8	19	19	19	64
Nakuru	2015	8	19	20	18	68
Nakuru	2015	8	19	21	17	72
Nakuru	2015	8	19	22	17	77
Nakuru	2015	8	19	23	16	82
Nakuru	2015	8	20	0	15	86
Nakuru	2015	8	20	1	15	88
Nakuru	2015	8	20	2	14.5	88
Nakuru	2015	8	20	3	14	88
Nakuru	2015	8	20	4	14	94
Nakuru	2015	8	20	5	17	82
Nakuru	2015	8	20	6	18	65
Nakuru	2015	8	20	7	21	64
Nakuru	2015	8	20	8	24	47
Nakuru	2015	8	20	9	26	39
Nakuru	2015	8	20	10	27	34
Nakuru	2015	8	20	11	22	60
Nakuru	2015	8	20	12	23	35
Nakuru	2015	8	20	13	23	47
Nakuru	2015	8	20	14	22	53
Nakuru	2015	8	20	15	19	73
Nakuru	2015	8	20	16	16	88
Nakuru	2015	8	20	17	16	94
Nakuru	2015	8	20	18	16	88
Nakuru	2015	8	20	19	15	88
Nakuru	2015	8	20	20	15	88
Nakuru	2015	8	20	21	15	88
Nakuru	2015	8	20	22	15	88
Nakuru	2015	8	20	23	15	88
Nakuru	2015	8	21	0	15	88
Nakuru	2015	8	21	1	15	88
Nakuru	2015	8	21	2	14	94
Nakuru	2015	8	21	3	14	94
Nakuru	2015	8	21	4	15	94
Nakuru	2015	8	21	5	16	88
Nakuru	2015	8	21	6	18	72
Nakuru	2015	8	21	7	20	68
Nakuru	2015	8	21	8	23	73
Nakuru	2015	8	21	9	25	41
Nakuru	2015	8	21	10	26	44
Nakuru	2015	8	21	11	27	48
Nakuru	2015	8	21	12	26	23
Nakuru	2015	8	21	13	27	32
Nakuru	2015	8	21	14	23	50
Nakuru	2015	8	21	15	23	53
Nakuru	2015	8	21	16	21	56
Nakuru	2015	8	21	17	20	60
Nakuru	2015	8	21	18	19	45
Nakuru	2015	8	21	19	18	64
Nakuru	2015	8	21	20	16	72
Nakuru	2015	8	21	21	15	72
Nakuru	2015	8	21	22	15	67
Nakuru	2015	8	21	23	15	67
Nakuru	2015	8	22	0	14	61
Nakuru	2015	8	22	1	14	67
Nakuru	2015	8	22	2	13	77
Nakuru	2015	8	22	3	12	88
Nakuru	2015	8	22	4	12	88
Nakuru	2015	8	22	5	14	77
Nakuru	2015	8	22	6	16	58
Nakuru	2015	8	22	7	16	68
Nakuru	2015	8	22	8	22	43
Nakuru	2015	8	22	9	24	34
Nakuru	2015	8	22	10	26	28
Nakuru	2015	8	22	11	27	28
Nakuru	2015	8	22	12	27	16
Nakuru	2015	8	22	13	27	30
Nakuru	2015	8	22	14	24	34
Nakuru	2015	8	22	15	23	33
Nakuru	2015	8	22	16	22	43
Nakuru	2015	8	22	17	19	52
Nakuru	2015	8	22	18	20	38
Nakuru	2015	8	22	19	18	59
Nakuru	2015	8	22	20	14	72
Nakuru	2015	8	22	21	15	63
Nakuru	2015	8	22	22	14	70
Nakuru	2015	8	22	23	13	77
Nakuru	2015	8	23	0	13	74
Nakuru	2015	8	23	1	13	77
Nakuru	2015	8	23	2	12	82
Nakuru	2015	8	23	3	11	88
Nakuru	2015	8	23	4	11	88
Nakuru	2015	8	23	5	13	77
Nakuru	2015	8	23	6	15	61
Nakuru	2015	8	23	7	19	52
Nakuru	2015	8	23	8	21	43
Nakuru	2015	8	23	9	24	34
Nakuru	2015	8	23	10	25	32
Nakuru	2015	8	23	11	26	23
Nakuru	2015	8	23	12	27	10
Nakuru	2015	8	23	13	28	20
Nakuru	2015	8	23	14	27	20
Nakuru	2015	8	23	15	23	29
Nakuru	2015	8	23	16	22	33
Nakuru	2015	8	23	17	19	46
Nakuru	2015	8	23	18	17	38
Nakuru	2015	8	23	19	16	55
Nakuru	2015	8	23	20	15	55
Nakuru	2015	8	23	21	15	55
Nakuru	2015	8	23	22	14	59
Nakuru	2015	8	23	23	14	55
Nakuru	2015	8	24	0	14	45
Nakuru	2015	8	24	1	13	58
Nakuru	2015	8	24	2	12	72
Nakuru	2015	8	24	3	10	82
Nakuru	2015	8	24	4	11	82
Nakuru	2015	8	24	5	13	67
Nakuru	2015	8	24	6	16	48
Nakuru	2015	8	24	7	18	56
Nakuru	2015	8	24	8	21	43
Nakuru	2015	8	24	9	22	35
Nakuru	2015	8	24	10	24	34
Nakuru	2015	8	24	11	26	30
Nakuru	2015	8	24	12	26	18
Nakuru	2015	8	24	13	26	28
Nakuru	2015	8	24	14	27	24
Nakuru	2015	8	24	15	25	32
Nakuru	2015	8	24	16	20	56
Nakuru	2015	8	24	17	20	52
Nakuru	2015	8	24	18	18	49
Nakuru	2015	8	24	19	18	59
Nakuru	2015	8	24	20	16	68
Nakuru	2015	8	24	21	15	72
Nakuru	2015	8	24	22	15	72
Nakuru	2015	8	24	23	14	77
Nakuru	2015	8	25	0	14	70
Nakuru	2015	8	25	1	13	77
Nakuru	2015	8	25	2	12	82
Nakuru	2015	8	25	3	11	82
Nakuru	2015	8	25	4	13	82
Nakuru	2015	8	25	5	14	82
Nakuru	2015	8	25	6	16	63
Nakuru	2015	8	25	7	19	60
Nakuru	2015	8	25	8	21	49
Nakuru	2015	8	25	9	23	44
Nakuru	2015	8	25	10	23	44
Nakuru	2015	8	25	11	24	38
Nakuru	2015	8	25	12	26	21
Nakuru	2015	8	25	13	26	32
Nakuru	2015	8	25	14	27	30
Nakuru	2015	8	25	15	26	32
Nakuru	2015	8	25	16	23	44
Nakuru	2015	8	25	17	21	53
Nakuru	2015	8	25	18	19	53
Nakuru	2015	8	25	19	17	72
Nakuru	2015	8	25	20	16	72
Nakuru	2015	8	25	21	16	68
Nakuru	2015	8	25	22	15	72
Nakuru	2015	8	25	23	15	67
Nakuru	2015	8	26	0	14	66
Nakuru	2015	8	26	1	14	77
Nakuru	2015	8	26	2	14	77
Nakuru	2015	8	26	3	14	72
Nakuru	2015	8	26	4	14	82
Nakuru	2015	8	26	5	15	72
Nakuru	2015	8	26	6	17	57
Nakuru	2015	8	26	7	20	52
Nakuru	2015	8	26	8	22	46
Nakuru	2015	8	26	9	24	38
Nakuru	2015	8	26	10	25	32
Nakuru	2015	8	26	11	26	30
Nakuru	2015	8	26	12	26	22
Nakuru	2015	8	26	13	26	34
Nakuru	2015	8	26	14	26	34
Nakuru	2015	8	26	15	23	44
Nakuru	2015	8	26	16	22	46
Nakuru	2015	8	26	17	20	52
Nakuru	2015	8	26	18	19	44
Nakuru	2015	8	26	19	19	49
Nakuru	2015	8	26	20	18	56
Nakuru	2015	8	26	21	17	59
Nakuru	2015	8	26	22	16	63
Nakuru	2015	8	26	23	15	72
Nakuru	2015	8	27	0	14	65
Nakuru	2015	8	27	1	14	77
Nakuru	2015	8	27	2	13	82
Nakuru	2015	8	27	3	13	82
Nakuru	2015	8	27	4	13	88
Nakuru	2015	8	27	5	15	72
Nakuru	2015	8	27	6	16	57
Nakuru	2015	8	27	7	19	50
Nakuru	2015	8	27	8	22	43
Nakuru	2015	8	27	9	25	36
Nakuru	2015	8	27	10	25	36
Nakuru	2015	8	27	11	27	32
Nakuru	2015	8	27	12	27	21
Nakuru	2015	8	27	13	28	30
Nakuru	2015	8	27	14	25	36
Nakuru	2015	8	27	15	25	36
Nakuru	2015	8	27	16	23	44
Nakuru	2015	8	27	17	20	49
Nakuru	2015	8	27	18	18	47
Nakuru	2015	8	27	19	18	56
Nakuru	2015	8	27	20	17	59
Nakuru	2015	8	27	21	16	63
Nakuru	2015	8	27	22	15	67
Nakuru	2015	8	27	23	15	67
Nakuru	2015	8	28	0	14	62
Nakuru	2015	8	28	1	13	77
Nakuru	2015	8	28	2	13	77
Nakuru	2015	8	28	3	12	82
Nakuru	2015	8	28	4	12	82
Nakuru	2015	8	28	5	14	72
Nakuru	2015	8	28	6	16	56
Nakuru	2015	8	28	7	20	46
Nakuru	2015	8	28	8	22	43
Nakuru	2015	8	28	9	24	36
Nakuru	2015	8	28	10	26	32
Nakuru	2015	8	28	11	27	30
Nakuru	2015	8	28	12	28	21
Nakuru	2015	8	28	13	25	34
Nakuru	2015	8	28	14	23	41
Nakuru	2015	8	28	15	23	41
Nakuru	2015	8	28	16	23	41
Nakuru	2015	8	28	17	20	52
Nakuru	2015	8	28	18	20	43
Nakuru	2015	8	28	19	18	59
Nakuru	2015	8	28	20	18	56
Nakuru	2015	8	28	21	17	59
Nakuru	2015	8	28	22	16	63
Nakuru	2015	8	28	23	15	72
Nakuru	2015	8	29	0	14	73
Nakuru	2015	8	29	1	13	82
Nakuru	2015	8	29	2	13	82
Nakuru	2015	8	29	3	12	88
Nakuru	2015	8	29	4	13	82
Nakuru	2015	8	29	5	14	77
Nakuru	2015	8	29	6	17	61
Nakuru	2015	8	29	7	20	56
Nakuru	2015	8	29	8	22	46
Nakuru	2015	8	29	9	25	41
Nakuru	2015	8	29	10	25	41
Nakuru	2015	8	29	11	27	34
Nakuru	2015	8	29	12	25	38
Nakuru	2015	8	29	13	25	41
Nakuru	2015	8	29	14	23	50
Nakuru	2015	8	29	15	23	50
Nakuru	2015	8	29	16	19	68
Nakuru	2015	8	29	17	19	73
Nakuru	2015	8	29	18	19	57
Nakuru	2015	8	29	19	19	64
Nakuru	2015	8	29	20	18	68
Nakuru	2015	8	29	21	18	68
Nakuru	2015	8	29	22	17	68
Nakuru	2015	8	29	23	16	72
Nakuru	2015	8	30	0	14	75
Nakuru	2015	8	30	1	14	82
Nakuru	2015	8	30	2	14	82
Nakuru	2015	8	30	3	14	82
Nakuru	2015	8	30	4	14	77
Nakuru	2015	8	30	5	15	72
Nakuru	2015	8	30	6	17	62
Nakuru	2015	8	30	7	21	49
Nakuru	2015	8	30	8	22	50
Nakuru	2015	8	30	9	25	41
Nakuru	2015	8	30	10	26	37.5
Nakuru	2015	8	30	11	27	34
Nakuru	2015	8	30	12	28	20
Nakuru	2015	8	30	13	20	64
Nakuru	2015	8	30	14	20	60
Nakuru	2015	8	30	15	20	64
Nakuru	2015	8	30	16	20	64
Nakuru	2015	8	30	17	19	68
Nakuru	2015	8	30	18	17	76
Nakuru	2015	8	30	19	16	82
Nakuru	2015	8	30	20	16	82
Nakuru	2015	8	30	21	16	82
Nakuru	2015	8	30	22	16	82
Nakuru	2015	8	30	23	16	82
Nakuru	2015	8	31	0	16	74
Nakuru	2015	8	31	1	16	82
Nakuru	2015	8	31	2	16	82
Nakuru	2015	8	31	3	15	88
Nakuru	2015	8	31	4	15	88
Nakuru	2015	8	31	5	16.5	77.5
Nakuru	2015	8	31	6	18	67
Nakuru	2015	8	31	7	19.16666667	60.33333333
Nakuru	2015	8	31	8	20.33333333	53.66666667
Nakuru	2015	8	31	9	21.5	47
Nakuru	2015	8	31	10	22.66666667	40.33333333
Nakuru	2015	8	31	11	23.83333333	33.66666667
Nakuru	2015	8	31	12	25	27
Nakuru	2015	8	31	13	23.33333333	36.66666667
Nakuru	2015	8	31	14	21.66666667	46.33333333
Nakuru	2015	8	31	15	20	56
Nakuru	2015	8	31	16	19	68
Nakuru	2015	8	31	17	17	82
Nakuru	2015	8	31	18	16	86
Nakuru	2015	8	31	19	16	88
Nakuru	2015	8	31	20	15	88
Nakuru	2015	8	31	21	15	88
Nakuru	2015	8	31	22	15	88
Nakuru	2015	8	31	23	15	88
Nakuru	2015	9	1	0	15	87
Nakuru	2015	9	1	1	15	88
Nakuru	2015	9	1	2	14	94
Nakuru	2015	9	1	3	14	94
Nakuru	2015	9	1	4	12	100
Nakuru	2015	9	1	5	14	88
Nakuru	2015	9	1	6	16	77
Nakuru	2015	9	1	7	19	68
Nakuru	2015	9	1	8	23	50
Nakuru	2015	9	1	9	24	47
Nakuru	2015	9	1	10	25	41
Nakuru	2015	9	1	11	27	34
Nakuru	2015	9	1	12	28	21
Nakuru	2015	9	1	13	28	30
Nakuru	2015	9	1	14	21	73
Nakuru	2015	9	1	15	20	73
Nakuru	2015	9	1	16	20	68
Nakuru	2015	9	1	17	20	68
Nakuru	2015	9	1	18	18	75
Nakuru	2015	9	1	19	18	78
Nakuru	2015	9	1	20	18	83
Nakuru	2015	9	1	21	17	94
Nakuru	2015	9	1	22	17	88
Nakuru	2015	9	1	23	17	94
Nakuru	2015	9	2	0	17	80
Nakuru	2015	9	2	1	17	94
Nakuru	2015	9	2	2	16	94
Nakuru	2015	9	2	3	16	94
Nakuru	2015	9	2	4	16	82
Nakuru	2015	9	2	5	17	77
Nakuru	2015	9	2	6	18	62
Nakuru	2015	9	2	7	20	60
Nakuru	2015	9	2	8	22	57
Nakuru	2015	9	2	9	24	47
Nakuru	2015	9	2	10	27	37
Nakuru	2015	9	2	11	22	60
Nakuru	2015	9	2	12	18	79
Nakuru	2015	9	2	13	18	88
Nakuru	2015	9	2	14	17	94
Nakuru	2015	9	2	15	18	83
Nakuru	2015	9	2	16	17	94
Nakuru	2015	9	2	17	17	94
Nakuru	2015	9	2	18	17	89
Nakuru	2015	9	2	19	17	88
Nakuru	2015	9	2	20	17	88
Nakuru	2015	9	2	21	16	94
Nakuru	2015	9	2	22	16	94
Nakuru	2015	9	2	23	16	94
Nakuru	2015	9	3	0	16	93
Nakuru	2015	9	3	1	15	94
Nakuru	2015	9	3	2	14	94
Nakuru	2015	9	3	3	14	94
Nakuru	2015	9	3	4	14	100
Nakuru	2015	9	3	5	15	94
Nakuru	2015	9	3	6	16	80
Nakuru	2015	9	3	7	19	78
Nakuru	2015	9	3	8	21	68
Nakuru	2015	9	3	9	24	50
Nakuru	2015	9	3	10	24	50
Nakuru	2015	9	3	11	25	44
Nakuru	2015	9	3	12	20	64
Nakuru	2015	9	3	13	19	68
Nakuru	2015	9	3	14	19	64
Nakuru	2015	9	3	15	17	82
Nakuru	2015	9	3	16	16	82
Nakuru	2015	9	3	17	15	94
Nakuru	2015	9	3	18	15	94
Nakuru	2015	9	3	19	15	94
Nakuru	2015	9	3	20	15	94
Nakuru	2015	9	3	21	16	82
Nakuru	2015	9	3	22	15	88
Nakuru	2015	9	3	23	15	88
Nakuru	2015	9	4	0	14	94
Nakuru	2015	9	4	1	14	94
Nakuru	2015	9	4	2	14	94
Nakuru	2015	9	4	3	14	88
Nakuru	2015	9	4	4	15	88
Nakuru	2015	9	4	5	16	82
Nakuru	2015	9	4	6	18	73
Nakuru	2015	9	4	7	22	53
Nakuru	2015	9	4	8	22	57
Nakuru	2015	9	4	9	23	50
Nakuru	2015	9	4	10	24	47
Nakuru	2015	9	4	11	26	42
Nakuru	2015	9	4	12	25	41
Nakuru	2015	9	4	13	16	94
Nakuru	2015	9	4	14	17	82
Nakuru	2015	9	4	15	17	82
Nakuru	2015	9	4	16	17	88
Nakuru	2015	9	4	17	17	88
Nakuru	2015	9	4	18	15	94
Nakuru	2015	9	4	19	15	94
Nakuru	2015	9	4	20	15	88
Nakuru	2015	9	4	21	15	88
Nakuru	2015	9	4	22	15	88
Nakuru	2015	9	4	23	14	94
Nakuru	2015	9	5	0	14	90
Nakuru	2015	9	5	1	14	88
Nakuru	2015	9	5	2	14	88
Nakuru	2015	9	5	3	14	88
Nakuru	2015	9	5	4	14	88
Nakuru	2015	9	5	5	16	77
Nakuru	2015	9	5	6	18	77
Nakuru	2015	9	5	7	20	64
Nakuru	2015	9	5	8	21	60
Nakuru	2015	9	5	9	23	50
Nakuru	2015	9	5	10	24	44
Nakuru	2015	9	5	11	25	41
Nakuru	2015	9	5	12	26	39
Nakuru	2015	9	5	13	17	88
Nakuru	2015	9	5	14	16	82
Nakuru	2015	9	5	15	16	88
Nakuru	2015	9	5	16	16	88
Nakuru	2015	9	5	17	16	94
Nakuru	2015	9	5	18	16	88
Nakuru	2015	9	5	19	16	88
Nakuru	2015	9	5	20	16	88
Nakuru	2015	9	5	21	15	94
Nakuru	2015	9	5	22	15	88
Nakuru	2015	9	5	23	15	88
Nakuru	2015	9	6	0	15	88
Nakuru	2015	9	6	1	15	82
Nakuru	2015	9	6	2	15	82
Nakuru	2015	9	6	3	14	88
Nakuru	2015	9	6	4	14	88
Nakuru	2015	9	6	5	15	82
Nakuru	2015	9	6	6	16	77
Nakuru	2015	9	6	7	18	73
Nakuru	2015	9	6	8	21	56
Nakuru	2015	9	6	9	22	50
